
filename,"10.1007s1045002200355x.G2.308K.Isotherm1"
total_adsorption,"2.98438"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.98438"
line_id,"14"
pressure,"12.3502"
total_adsorption,"3.04763"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.04763"
line_id,"15"
pressure,"14.2867"
total_adsorption,"3.09102"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.09102"
line_id,"16"
pressure,"16.2623"
total_adsorption,"3.12863"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.12863"
line_id,"17"
pressure,"18.3576"
total_adsorption,"3.17372"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.17372"
line_id,"18"
pressure,"20.3658"
total_adsorption,"3.20124"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.20124"
line_id,"19"
pressure,"22.3723"
total_adsorption,"3.21966"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.21966"
line_id,"20"
pressure,"24.3215"
total_adsorption,"3.23394"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.23394"
line_id,"21"
pressure,"26.3725"
total_adsorption,"3.24823"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.24823"
line_id,"22"
pressure,"28.4232"
total_adsorption,"3.27391"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.27391"
line_id,"23"
pressure,"30.6123"
total_adsorption,"3.25637"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.25637"
line_id,"24"
pressure,"32.9772"
total_adsorption,"3.2908"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.2908"
line_id,"25"
pressure,"35.7271"
total_adsorption,"3.29095"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.29095"
line_id,"26"
pressure,"38.0997"
total_adsorption,"3.30225"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.30225"
line_id,"27"
pressure,"40.8805"
total_adsorption,"3.29214"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.29214"
line_id,"28"
pressure,"43.0499"
total_adsorption,"3.31873"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.31873"
line_id,"29"
pressure,"45.8044"
total_adsorption,"3.27576"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.27576"
line_id,"30"
pressure,"48.2057"
total_adsorption,"3.30814"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.30814"
line_id,"31"
pressure,"50.7892"
total_adsorption,"3.2706"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.2706"

line,"pressure","composition (CURLTUGMZLYLDI-UHFFFAOYSA-N)","adsorption (CURLTUGMZLYLDI-UHFFFAOYSA-N)","total_adsorption"
1,"2.0E-6","1","-0.009291","-0.009291"
2,"0.124114","1","0.553802","0.553802"
3,"0.272235","1","0.90729","0.90729"
4,"0.658682","1","1.45668","1.45668"
5,"1.83794","1","2.15499","2.15499"
6,"2.916","1","2.42885","2.42885"
7,"3.99404","1","2.59241","2.59241"
8,"5.04255","1","2.70322","2.70322"
9,"6.05019","1","2.78257","2.78257"
10,"7.07129","1","2.84856","2.84856"
11,"8.10918","1","2.90289","2.90289"
12,"9.1326","1","2.94352","2.94352"
13,"10.1648","1","2.98438","2.98438"
14,"12.3502","1","3.04763","3.04763"
15,"14.2867","1","3.09102","3.09102"
16,"16.2623","1","3.12863","3.12863"
17,"18.3576","1","3.17372","3.17372"
18,"20.3658","1","3.20124","3.20124"
19,"22.3723","1","3.21966","3.21966"
20,"24.3215","1","3.23394","3.23394"
21,"26.3725","1","3.24823","3.24823"
22,"28.4232","1","3.27391","3.27391"
23,"30.6123","1","3.25637","3.25637"
24,"32.9772","1","3.2908","3.2908"
25,"35.7271","1","3.29095","3.29095"
26,"38.0997","1","3.30225","3.30225"
27,"40.8805","1","3.29214","3.29214"
28,"43.0499","1","3.31873","3.31873"
29,"45.8044","1","3.27576","3.27576"
30,"48.2057","1","3.30814","3.30814"
31,"50.7892","1","3.2706","3.2706"
